irt3m_eacc,irt6m_eacc,ltirt_eacc,ppicag_ea,ppicog_ea,ppindcog_ea,ppidcog_ea,ppiing_ea,ppinrg_ea,hicpov_ea,hicpnef_ea,hicpg_ea,hicpin_ea,hicpsv_ea,hicpng_ea,curr_eacc,m1_eacc,m2_eacc,oilpricex,hcpi_yoy,date
0.8955,1.1472,3.34,93.19422285014211,89.80074560063946,89.66542413349234,89.89060420691759,85.55575762979767,78.96482844961197,93.3074,94.4352,93.85089,95.42087,92.66609,90.07904108660544,788014.0,4693166.0,8367919.0,76.82,1.5878345532160942,2010-08-01
0.8805,1.1373,3.39,93.24617701185524,89.89797188246501,89.85188237616886,89.99715503706241,85.94318221391867,79.63347247765752,93.40962,94.53244,93.92611,95.51885,92.80484,90.65673041822303,788812.0,4676240.0,8367910.0,75.31,1.764018510864207,2010-09-01
0.9977,1.2239,3.36,93.06316603155412,89.9989804272536,89.92245314161579,90.0764106833557,86.44904080589217,80.02736682556782,93.5721,94.68119,94.05256,95.70206,93.01606,91.89589047455516,790351.0,4678750.0,8387527.0,81.9,1.9248406949512464,2010-10-01
1.042,1.269,3.75,93.1357841453393,90.28152244066754,90.18906273639158,90.1876571179989,87.11716139340216,81.42040653254779,93.75701,94.76656,94.30809,95.95698,93.10591,93.1644485162301,793412.0,4687979.0,8404159.0,84.14,1.9058280123447346,2010-11-01
1.0217,1.2507,4.12,93.35362462558916,90.6004986591576,90.64329908852483,90.36205072042799,87.89242095228046,84.04040710804927,94.06489,94.80436,94.80989,96.55484,93.15251,96.01929166335859,795300.0,4710694.0,8423299.0,89.04,2.2023205218023145,2010-12-01
1.0172,1.2536,4.22,93.51269456671065,91.10596834217424,91.0385747409774,90.49362516060408,88.98228177788046,84.86963196033905,94.53903,95.04262,95.4719,97.51943,93.37104,97.4538324493969,801182.0,4715716.0,8436054.0,89.42,2.4208800334111658,2011-01-01
1.0867,1.3523,4.31,93.5716833316487,91.29164423602234,91.32755834539981,90.70988424432392,89.69246661237263,85.29807443549433,94.74765,95.12397,95.68801,97.67463,93.56969,98.00029354221573,803074.0,4718429.0,8444617.0,89.58,2.609852934503376,2011-02-01
1.1755,1.4833,4.39,93.6143081580874,91.65437060445308,91.64633435286918,90.73776131864567,90.1512345354289,86.90733527451829,95.08954,95.1586,96.13804,98.19414,93.76451,99.57430176934902,805292.0,4727336.0,8458122.0,102.94,2.63127617196548,2011-03-01
1.3212,1.6214,4.54,93.57225461992941,91.91197774747891,91.99963496237095,90.92488278340244,90.44141161406844,88.53188896333239,95.42518,95.35315,96.5615,98.70824,93.98081,100.47429858619968,806960.0,4712016.0,8456009.0,110.04,2.6506902297918744,2011-04-01
1.4251,1.7068,4.46,93.68601128036659,92.13752193708078,92.22145006885575,90.99336978730835,90.61170729184072,88.11744397469727,95.48445,95.42598,96.62626,98.60671,94.03265,100.32722162453294,811421.0,4710610.0,8480338.0,101.33,2.6513738871934533,2011-05-01
1.4886,1.7493,4.48,93.62197108588916,92.10803585178539,92.19390483977455,91.01588934301462,90.54100148627424,87.79863425101269,95.50125,95.53736,96.5597,98.52122,94.16313,100.12409149204632,815863.0,4728150.0,8495988.0,96.29,2.593861143013876,2011-06-01
1.5976,1.8182,4.62,93.90443187525457,92.16221803043904,92.23806948750983,91.20847496917231,90.81168060401333,88.91989239838357,95.72677,95.66527,96.79858,98.75789,94.37065,101.04177981170791,819886.0,4730745.0,8509521.0,97.19,2.684959573070178,2011-07-01
1.5521,1.7548,4.15,93.8977660135656,92.20041434707886,92.26046264360335,91.38800674777967,90.65798289664384,88.36115513401965,95.87685,95.85071,96.98093,98.92925,94.47692,100.79344487115114,822674.0,4764855.0,8558299.0,86.33,2.753747291211628,2011-08-01
1.5365,1.736,4.05,94.16217210632638,92.41370942350112,92.48240940229229,91.59581745806089,90.53678967959266,89.5490698262704,96.09345,95.93091,97.27974,99.20649,94.58168,101.74625694781116,832312.0,4774497.0,8593759.0,85.61,2.8731837256162684,2011-09-01
1.5759,1.7761,4.25,94.2702762690495,92.63342675787338,92.76619128767872,91.67647046047156,90.33217565910142,90.77754313542239,96.33637,96.09177,97.60167,99.51611,94.71715,103.04366292724943,839211.0,4779936.0,8572193.0,86.41,2.954160481596535,2011-10-01
1.4847,1.7065,4.66,94.429401836976,92.89341315118827,93.01085427151378,91.77679593391294,90.32547224014087,92.09620361274908,96.54283,96.21354,97.85708,99.76497,94.85712,104.44159250891784,844176.0,4790210.0,8588089.0,97.21,2.9713191578955023,2011-11-01
1.4261,1.6707,4.52,94.67118887665653,93.12319041619438,93.16487486752722,91.86090589728296,90.32929587501009,92.37823389323583,96.63066,96.315,97.9201,99.7969,94.97885,104.90597108962294,844784.0,4803786.0,8607320.0,98.57,2.7276595975395335,2011-12-01
1.2222,1.5047,4.52,94.92044503701628,93.40699289601739,93.54085856357017,92.01465869321646,90.31063864890828,94.30239722585591,97.06214,96.51314,98.52031,100.65066,95.18213,106.39519722183053,848703.0,4821347.0,8644031.0,100.24,2.6688553923178704,2012-01-01
1.0483,1.3454,4.31,94.7930061987283,93.61041677851746,93.73571296661457,92.13286278739837,90.54092347452409,95.09885142422348,97.34794,96.59841,98.9044,100.96493,95.33503,107.09946253323322,851155.0,4824871.0,8679871.0,102.25,2.7444374609818745,2012-02-01
0.8585,1.1637,3.96,94.89497180902373,93.7242646274818,93.91403474633951,92.14143975203066,90.66321415803476,95.90453313096886,97.66004,96.72305,99.33855,101.48851,95.48205,107.95175854478005,851832.0,4856040.0,8723292.0,106.19,2.7032415973407664,2012-03-01
0.7443,1.0402,4.12,95.0105945347119,93.68405005455513,93.86419802402683,92.2263553333317,90.69188379479432,95.99272083219418,97.90716,96.86947,99.63926,101.88326,95.6568,108.71187627558157,849326.0,4831364.0,8704188.0,103.33,2.6009696811680083,2012-04-01
0.6849,0.9704,4.14,95.0783580556779,93.82113667752928,93.99165280729792,92.27770293125363,90.69197864979235,95.16188527846343,97.80801,96.9306,99.42933,101.52242,95.70766,107.99780734397524,857067.0,4881060.0,8746773.0,94.7,2.433443351247244,2012-05-01
0.6589,0.9345,4.15,95.35078134247037,93.91322168807663,94.10015798161307,92.30301985002056,90.56901250379046,93.58554871762665,97.79866,97.08241,99.27855,101.11187,95.88994,106.71648741528209,863508.0,4909295.0,8779098.0,82.41,2.405633434117349,2012-06-01
0.497,0.7794,4.02,95.39691071231074,94.23591244294325,94.41979453544722,92.47199370738309,90.26434595577686,94.71454481216438,98.00068,97.24095,99.54532,101.52059,96.00443,107.4906970396149,863768.0,4971911.0,8829323.0,87.93,2.375417033291738,2012-07-01
0.3324,0.6061,3.9,95.60031534854504,94.5140172038466,94.77516919874412,92.57018867028461,90.55084364133678,97.23015690642849,98.33678,97.26163,100.04566,102.13547,96.1183,109.8518149424214,867681.0,5004569.0,8846566.0,94.16,2.5657184189926907,2012-08-01
0.2463,0.4839,3.67,95.38096965509878,94.63518482303058,94.81925301773377,92.59171772483474,90.85277072231045,96.81738920979366,98.60774,97.38769,100.43793,102.5766,96.22515,110.93301225178094,867475.0,5025079.0,8875881.0,94.72,2.616505079170328,2012-09-01
0.2079,0.4118,3.47,95.62268354371646,94.94383402193807,95.1798333310116,92.69544991437647,90.99210097738349,96.47539734925446,98.75503,97.53152,100.57102,102.52073,96.39182,111.02037310602128,867291.0,5072266.0,8948155.0,89.57,2.5106405815373822,2012-10-01
0.192,0.3604,3.37,95.61592518591972,94.9785805094751,95.30564673556331,92.800118662111,90.98050722544296,95.60490456103315,98.67954,97.60278,100.39749,102.15518,96.44912,109.9928123503117,865555.0,5096612.0,8975122.0,86.66,2.213224948968251,2012-11-01
0.1855,0.3238,3.08,95.46164530230858,95.12654394718417,95.35864419450157,92.89768794767443,91.02066149533465,95.1565801599974,98.77111,97.74722,100.39015,102.0101,96.6748,109.95525502693789,864527.0,5102595.0,8998474.0,88.25,2.215083701177223,2012-12-01
0.2049,0.3443,3.02,95.31323716165228,95.11857128257755,95.44252088211746,92.7391482633924,90.94905123041465,95.70027425250134,98.99882,97.81691,100.68957,102.3545,96.80834,110.79730787103561,862349.0,5105555.0,9014275.0,94.69,1.9952990939618553,2013-01-01
0.2234,0.3619,3.12,95.29432554351875,95.13237981365008,95.45405236197733,92.65006615897805,90.82047343768308,95.75281276700393,99.13635,97.82344,100.9095,102.67632,96.83762,111.4822124811301,863357.0,5144982.0,9049240.0,95.32,1.8371318386398272,2013-02-01
0.2061,0.3288,3.0,95.48278589920265,95.20161422460521,95.48760233483802,92.62829265476215,90.7524316432597,94.20993466225121,99.27752,98.046,100.99343,102.65858,97.05408,109.95003990803202,867128.0,5173010.0,9079682.0,93.05,1.6562352421727544,2013-03-01
0.2089,0.3243,2.79,95.45344576168085,95.28699320745818,95.5631802273904,92.61978979212573,90.20260754446336,92.42665218843584,99.18078,97.99344,100.88748,102.36225,96.96941,108.63648810576323,877457.0,5215171.0,9108326.0,92.07,1.3008445960438486,2013-04-01
0.2012,0.2995,2.65,95.4681485614225,95.43105211685547,95.80437638384771,92.65507615600906,89.80764345718057,92.06282619582777,99.21902,98.10704,100.83645,102.04239,97.12495,107.82062538692642,880211.0,5241782.0,9129445.0,94.8,1.4426323570022603,2013-05-01
0.2103,0.3208,3.01,95.37281035834643,95.51323162965488,95.79704355285364,92.57066652087207,89.69203161143962,92.04798510970366,99.36062,98.18903,101.00297,102.10599,97.23387,108.34405469406437,881983.0,5240787.0,9126627.0,95.8,1.5971179973222505,2013-06-01
0.2214,0.3358,3.07,95.50295541928224,95.61131164494685,96.0052728444502,92.51733487013989,89.57125710465348,92.43082796834891,99.51924,98.22109,101.21956,102.31499,97.31636,109.06432087862161,885851.0,5272637.0,9147571.0,104.61,1.5495402684960968,2013-07-01
0.2259,0.3422,3.12,95.5019983838236,95.71818540965957,96.08266100875774,92.53626202212358,89.50288918408218,92.67035188844663,99.58382,98.23299,101.23899,102.33824,97.44028,109.58262377016553,891256.0,5314438.0,9183775.0,106.57,1.2681318220913784,2013-08-01
0.2232,0.34,3.23,95.62669088686388,95.75178000543957,96.14581852548001,92.58864291933844,89.42049035815776,92.62475260884412,99.65753,98.34609,101.29123,102.5763,97.54223,109.73877128850887,894368.0,5345103.0,9198843.0,106.29,1.0646121693895338,2013-09-01
0.2258,0.3415,3.03,95.78914653563324,95.61345102341546,95.95067711969246,92.62529114154982,89.29612223085083,91.40475147149529,99.48173,98.35037,100.99651,102.23686,97.52265,108.7081022263265,900138.0,5380840.0,9219721.0,100.54,0.7358612518268526,2013-10-01
0.2234,0.3269,2.9,95.5769310404263,95.5590637388205,95.88530959938629,92.65565783972998,89.31702545687246,91.39865952879308,99.49323,98.49271,100.84608,102.01492,97.74696,108.42931093238698,904922.0,5402217.0,9235023.0,93.86,0.8245782256382617,2013-11-01
0.2735,0.3706,2.96,95.55623135629317,95.40594289125855,95.82861743070048,92.55831265087764,89.32639077605855,92.68063686702374,99.68024,98.53954,101.12927,102.19949,97.80762,109.68191328885122,910102.0,5386119.0,9212026.0,97.63,0.9204412099854009,2013-12-01
0.292,0.396,2.83,95.42324316962154,95.36335789941603,95.6753323091668,92.68523663158453,89.32059202166222,91.9477297794965,99.76655,98.6326,101.13296,102.13973,98.00078,109.67212795044823,913279.0,5416893.0,9239268.0,94.62,0.7754940917477526,2014-01-01
0.2881,0.3866,2.64,95.49944773582517,95.27353828796788,95.58797913038785,92.56775642370411,89.22643508347473,90.67488755497922,99.83736,98.78273,101.15405,102.28611,98.13589,109.05694382599023,917307.0,5451336.0,9267544.0,100.82,0.7071170161096374,2014-02-01
0.3053,0.4069,2.49,95.33975578320994,95.10011473947748,95.48999240227606,92.60293492188396,88.86126862547525,89.64532170121433,99.81202,98.83845,101.03442,102.17485,98.23249,107.9774924119898,923017.0,5475017.0,9284719.0,100.8,0.5383897583259634,2014-03-01
0.3297,0.4299,2.36,95.3849714874269,95.27274588291269,95.65145139030965,92.49446115443929,88.72344611678857,89.44617629145526,99.83483,98.90109,100.95171,102.08075,98.39176,107.79395058562964,925189.0,5479764.0,9287884.0,102.07,0.6594523656700435,2014-04-01
0.3246,0.4169,2.22,95.43403111454144,95.32984789748541,95.71083632773735,92.5245974199999,88.7451278404599,89.39999413888002,99.74631,98.82146,100.87163,102.02734,98.29233,107.88600444411544,929595.0,5516258.0,9337820.0,102.18,0.5314404435762254,2014-05-01
0.2414,0.3332,2.08,95.70497189720203,95.40592425548368,95.78975544204862,92.62532860606437,88.81145027627915,89.78344510711466,99.83022,98.89615,100.92253,102.08496,98.41892,108.15938585889248,931482.0,5548049.0,9362807.0,105.79,0.4726218495818557,2014-06-01
0.205,0.3046,1.95,95.7066009093819,95.39799004886599,95.69852456125393,92.54948017426418,88.95268177450104,88.53501741356796,99.8391,98.91864,100.88881,101.98401,98.4829,107.91629039378165,936752.0,5580718.0,9390708.0,103.59,0.3214051875798152,2014-07-01
0.1916,0.2918,1.77,95.80125193346423,95.33835610479424,95.70800895797383,92.58585059357834,89.02699581991439,87.7796427250823,99.87455,99.05069,100.87459,101.95614,98.58259,107.48414379826892,943434.0,5626751.0,9433034.0,96.54,0.2919450167707893,2014-08-01
0.0971,0.1997,1.66,96.14692517512995,95.26866669439396,95.56632198692789,92.78266838018875,89.07617690739538,88.24416498455992,99.98532,99.10867,101.01138,102.01898,98.6597,107.27701717552833,948200.0,5683788.0,9482753.0,93.21,0.32891644013253174,2014-09-01
0.0826,0.1837,1.61,96.53286111295887,95.087991892286,95.32573066649863,93.08400618985152,89.19784743963831,87.09376360807413,99.87162,99.07828,100.75539,101.6162,98.73002,106.4737078587701,952381.0,5723293.0,9500212.0,84.4,0.39192121005535707,2014-10-01
0.0809,0.1818,1.54,96.38349190069286,95.03481233094304,95.2595226552329,93.23477411108256,89.07295169003095,85.72056933254794,99.80452,99.19334,100.49325,101.22041,98.91513,105.34734659553237,958592.0,5788176.0,9559214.0,75.79,0.31287555947274726,2014-11-01
0.0809,0.1765,1.34,96.4033633559538,95.06450790311689,95.26935044989108,93.33529918519287,88.75843687851155,82.82727164982606,99.51621,99.27418,99.90948,100.31987,99.00891,102.48884395187882,970330.0,5941966.0,9676028.0,59.29,-0.1645561848566901,2014-12-01
0.0627,0.1523,1.12,97.01289033396534,95.2909088328441,95.5889010516949,93.31718385161895,88.2718131871708,80.09696715511443,99.36951,99.53924,99.24941,99.29636,99.52444,99.4791214370875,984094.0,6037612.0,9745960.0,47.22,-0.39796905876767763,2015-01-01
0.0482,0.1258,1.02,97.39468464842298,95.61081780955507,95.92165769738568,93.57667800301448,88.12199072803301,82.10439968098287,99.73152,99.71925,99.74164,99.84759,99.71847,100.63661896190041,990165.0,6091007.0,9761926.0,50.58,-0.1060124185976119,2015-02-01
0.0272,0.0969,0.89,97.6057800209992,96.02099422541933,96.32395988443314,93.77651374176531,88.40338869303952,82.45482269443904,99.92896,99.73837,100.12652,100.42974,99.67411,101.93791912382152,990175.0,6151855.0,9815782.0,47.82,0.11716023781505047,2015-03-01
0.0047,0.0728,0.89,98.0579939058271,95.97861151918028,96.26157459098862,93.972990588189,88.75429730809905,82.84000271549523,100.01871,99.78082,100.25701,100.49476,99.71132,101.92691588777664,1002366.0,6206168.0,9865617.0,54.45,0.18418421707133703,2015-04-01
-0.0104,0.0571,1.3,97.78932502308068,95.72055163562388,95.91064804688398,93.99368966623742,88.86683737351987,82.57225038243747,100.20912,99.90296,100.45403,100.78002,99.89321,102.6360375617568,1007481.0,6271825.0,9909778.0,59.27,0.4639870888456965,2015-05-01
-0.0139,0.0492,1.62,97.78871297548477,95.67106037745393,95.9560943197571,94.06453604163603,88.79247550445251,82.17178877353854,100.25423,99.95453,100.50222,100.80113,99.93433,102.32092430628585,1014354.0,6325590.0,9947884.0,59.82,0.42473110847598416,2015-06-01
-0.0187,0.0487,1.32,97.89602465699205,95.69387331185915,95.89471187306593,94.18438000026883,88.83824019955931,81.10595779597173,100.16144,99.97496,100.34267,100.64423,99.92766,101.86254562490328,1022477.0,6392616.0,10012113.0,50.9,0.3228594809047802,2015-07-01
-0.0277,0.0439,1.38,97.98911392887743,95.55209400222418,95.72771359175407,94.1295355188894,88.4506728750077,78.77921112891995,100.09072,100.10924,100.10503,100.09105,100.07225,99.98873742059627,1025335.0,6424845.0,10030998.0,42.87,0.21644152589423982,2015-08-01
-0.037,0.0353,1.37,97.93763097402395,95.59217871855395,95.78745994270759,94.07982277266787,88.02931537787136,77.3396384087351,100.02706,100.16455,99.91455,99.5989,100.17219,97.95637718384575,1028290.0,6459866.0,10060424.0,45.48,0.041746128331654475,2015-09-01
-0.0536,0.0197,1.19,97.58977540320036,95.68186864411668,96.02253585384089,94.04948104653941,87.69845097052163,76.52763489254299,100.11562,100.31758,99.93534,99.53397,100.34817,97.2622561278282,1030564.0,6527378.0,10124558.0,46.22,0.2443136498637033,2015-10-01
-0.0876,-0.0154,1.17,98.23678596790661,95.94843565040392,96.16869198926169,94.02621157668841,87.44964335687314,76.05442365226719,100.14905,100.3789,99.90016,99.50278,100.47009,97.4088006073563,1036337.0,6583484.0,10182417.0,42.44,0.34520480635547024,2015-11-01
-0.1263,-0.0398,1.2,98.17475408391859,95.7363120727435,96.02884328462622,94.10873514012847,87.2381160186491,74.20185498712564,99.94406,100.4196,99.4714,98.97947,100.55375,96.32288885542741,1037865.0,6612393.0,10217313.0,37.19,0.42992995814450374,2015-12-01
-0.1461,-0.0608,1.15,97.89332362080296,95.49060973997342,95.6761936396802,94.24841471163029,86.83918463681307,71.77299058475099,99.6952,100.5124,98.91717,98.2683,100.69488,93.97825198517911,1042710.0,6670355.0,10268839.0,31.68,0.3277564717789172,2016-01-01
-0.1836,-0.1153,1.03,97.90666752695556,95.32147918785904,95.42642116811332,94.37502025465416,86.29537560564789,70.1912737807554,99.62026,100.58276,98.78277,98.06153,100.69588,92.57434368029232,1045384.0,6733011.0,10320213.0,30.32,-0.11155951498583727,2016-02-01
-0.2285,-0.1336,0.92,97.57646968827213,95.219792532246,95.34363201893927,94.45635707504773,86.00153217740873,71.46059272394096,99.84843,100.70836,99.03426,98.33098,100.89429,93.24752431940367,1049804.0,6757516.0,10342705.0,37.55,-0.08058724918182936,2016-03-01
-0.2492,-0.138,0.92,97.44205501143242,94.95832807216459,95.04356162802797,94.44084844686809,85.94706357886045,71.10417362111278,99.83444,100.60655,99.15689,98.38068,100.70581,93.16422578870637,1049111.0,6804786.0,10383940.0,40.75,-0.18423552953241717,2016-04-01
-0.2572,-0.1445,0.9,97.65438621828419,95.08997497883442,95.18331860725999,94.56774114674464,86.17932350401294,72.38525555521,100.07783,100.70395,99.48315,98.82959,100.84337,94.23661646767508,1051446.0,6849266.0,10423954.0,46.71,-0.13101601930043394,2016-05-01
-0.2679,-0.1624,0.81,97.5680344415482,95.34783642450716,95.43664729887215,94.62279457659703,86.39199288714215,73.9625767738377,100.28881,100.7296,99.78866,99.21672,100.93364,95.67579603896225,1054699.0,6871798.0,10452292.0,48.76,0.034492310199762954,2016-06-01
-0.2945,-0.1882,0.61,97.6687302669753,95.52463154179088,95.61640402662718,94.72531356391625,86.54503351946892,74.27513892344243,100.30708,100.80188,99.73289,98.95439,101.04647,95.12630063057365,1058956.0,6928484.0,10502607.0,44.65,0.14540525775188495,2016-07-01
-0.2982,-0.1887,0.57,97.75746670672882,95.69322761269028,95.77960782920111,94.7655011321474,86.6822638983387,74.37958136502893,100.30816,100.89649,99.6501,98.72944,101.15466,94.6483084995026,1061934.0,6970524.0,10528589.0,44.72,0.21724291722549083,2016-08-01
-0.3016,-0.1991,0.62,97.56628936097333,95.82623163472438,96.02591588033512,94.76202030244642,86.77605585098802,74.19842506761805,100.43437,100.9796,99.76717,98.99258,101.29255,95.32869694887783,1066535.0,7005097.0,10569166.0,45.18,0.40719981173094055,2016-09-01
-0.309,-0.2071,0.73,98.37326995609125,96.20170620988209,96.34081855514732,94.71644570306455,86.91728179915242,75.54801141623352,100.63795,101.0917,100.03494,99.4833,101.41415,96.39097834201561,1071322.0,7059544.0,10591645.0,49.78,0.5217267794975333,2016-10-01
-0.3127,-0.2148,1.0,98.61422825401496,96.27258145947658,96.48504012584719,94.71878149159421,87.36699910363907,75.27988310610098,100.75813,101.19983,100.10165,99.41804,101.60264,96.10838588061212,1074867.0,7137436.0,10662425.0,45.66,0.6081735173723457,2016-11-01
-0.3158,-0.2179,1.04,98.53595124019316,96.60725234407113,96.79124136604315,94.78146611891336,87.84574519807977,78.13920657281537,101.06953,101.30754,100.50427,99.87342,101.79754,98.53355264231575,1076527.0,7158597.0,10710530.0,51.97,1.126099940306613,2016-12-01
-0.3255,-0.2355,1.1,98.57738636838423,96.6544187545435,96.8299882694141,94.86276027964674,88.49860397487798,80.62684882177459,101.41634,101.36232,101.10321,100.6113,101.82639,101.0431368516042,1081480.0,7208244.0,10759056.0,52.5,1.7264020735201058,2017-01-01
-0.3286,-0.2405,1.24,98.40066091346344,96.77731648903693,97.08387193576458,94.85331098306325,89.13293555089555,79.9706822519771,101.57709,101.41365,101.27981,100.48907,101.96718,100.93078197698469,1086011.0,7263871.0,10814115.0,53.47,1.9642891917768468,2017-02-01
-0.3293,-0.2407,1.27,98.98163722054267,96.80009141333318,97.03636826453197,94.94716372285141,89.47735721803693,78.71089638435866,101.48881,101.54599,101.0475,100.42741,102.06055,100.12017377818644,1090024.0,7344648.0,10881654.0,49.33,1.6428700982078714,2017-03-01
-0.3304,-0.2455,1.14,98.76558700320454,97.36264795838954,97.64993972137897,95.02027182566887,89.64410501173633,79.11575330769541,101.64214,101.75185,101.06247,100.49902,102.38843,100.39966659616724,1091842.0,7394158.0,10912228.0,51.06,1.810697791263216,2017-04-01
-0.3295,-0.2509,1.13,98.74443364203681,97.47129480386482,97.76465332751441,94.95210125564469,89.38481365496746,77.47836256713742,101.52462,101.70578,100.92827,100.20835,102.29194,98.62268288368085,1092862.0,7423638.0,10928508.0,48.48,1.4456648390557492,2017-05-01
-0.33,-0.2668,1.01,98.32503869062273,97.3338191344177,97.62671037991628,94.90028567774458,89.1691435652881,76.36627818861334,101.50152,101.80145,100.76601,99.96845,102.44436,97.54381355581555,1095818.0,7488142.0,10988182.0,45.18,1.2092176584805436,2017-06-01
-0.3304,-0.2726,1.18,98.23327168669783,97.36190444570062,97.74224314387742,94.88393573580356,89.15130544477054,75.93684883041819,101.56715,101.92824,100.72211,99.79089,102.64815,97.3565110121072,1096490.0,7522548.0,11008582.0,46.63,1.2562124228917781,2017-07-01
-0.3291,-0.2717,1.06,98.12830853078543,97.32159367371852,97.71582806756756,94.89807733763305,89.28659743894904,77.03286378985786,101.76675,102.06952,100.94624,100.03483,102.81683,98.53995649884415,1099793.0,7579897.0,11066852.0,48.04,1.4541090176512173,2017-08-01
-0.3294,-0.2726,1.06,98.10233300742017,97.3530336594636,97.66104204014016,94.93953717843709,89.68974275706374,77.65335758089923,101.98437,102.15373,101.26531,100.352,102.90651,99.25962964383346,1103898.0,7621867.0,11095402.0,49.82,1.5432963834989932,2017-09-01
-0.3295,-0.2739,1.08,97.38944704535263,97.3303327526898,97.56557706899639,94.86898649873642,90.14364611424038,77.56190197087233,102.03128,102.012,101.49158,100.46795,102.7272,99.27307299601415,1108594.0,7666219.0,11139576.0,51.58,1.384497597576262,2017-10-01
-0.329,-0.2743,0.95,97.35133738417983,97.12439245050231,97.42683116827534,94.99683527466432,90.32627061516858,79.5793134901568,102.33744,102.18952,101.8399,100.90188,102.98023,100.63422186849974,1109839.0,7713565.0,11176686.0,56.64,1.5674268666955316,2017-11-01
-0.3279,-0.2714,0.91,98.17908829341424,97.11691662215136,97.40501148588487,95.04242446872134,90.62122145188373,80.03935151002916,102.4516,102.26211,101.95849,100.93791,103.08883,101.37556993624392,1113162.0,7749170.0,11208278.0,57.88,1.3674447679731028,2017-12-01
-0.3285,-0.2742,1.05,98.21115590366648,96.91672295922285,97.28991668753167,95.06870042486013,90.99164362045917,80.2390519354929,102.74278,102.37608,102.36009,101.46593,103.24003,102.72690811786902,1114642.0,7809609.0,11262451.0,63.7,1.3079154700317508,2018-01-01
-0.3285,-0.2749,1.19,98.22386916863486,96.71899370774264,97.0232175014637,95.13182514095651,91.17685000681038,80.62220979152032,102.74183,102.46056,102.20177,101.31864,103.43863,102.64061933342076,1116526.0,7838207.0,11278673.0,62.23,1.1466561997395264,2018-02-01
-0.3279,-0.2713,1.07,98.18785832418058,96.86864336579947,97.1089525258092,95.14128376334449,91.21728754618293,81.2833308087701,102.88513,102.64811,102.24882,101.12851,103.70397,101.96940561710944,1115309.0,7861261.0,11290502.0,62.73,1.375836409945097,2018-03-01
-0.3285,-0.2702,0.99,98.18804015264436,96.72829197403841,97.0187909566656,95.2024759289694,91.30581857647594,82.61051883733266,102.98884,102.63602,102.47813,101.38205,103.64844,103.07222142381316,1122914.0,7911663.0,11334856.0,66.25,1.3249425877888799,2018-04-01
-0.3252,-0.27,1.08,98.3577982983858,96.93403575046216,97.22266100251443,95.33594543543403,91.67790381637107,84.91826574591758,103.43473,102.87465,102.9656,101.98511,104.04166,104.99742957678764,1127084.0,7992308.0,11419603.0,69.98,1.881425411885318,2018-05-01
-0.322,-0.2685,1.12,98.70331575464556,97.1253042909926,97.42529283390186,95.49688232416663,92.16016944126066,85.69970751423264,103.54837,102.85179,103.223,102.26809,103.97305,105.79801038470171,1133086.0,8047005.0,11497274.0,67.87,2.0165707863291082,2018-06-01
-0.3207,-0.2692,1.03,98.68995079005117,97.09087139727637,97.35620273168762,95.44738639064724,92.23051216226739,86.79150913909622,103.72542,102.99713,103.36074,102.46791,104.19995,106.84922679914304,1137251.0,8062842.0,11497988.0,70.98,2.1249685552858333,2018-07-01
-0.319,-0.2668,1.14,98.6975964752002,97.24465165411108,97.54085516888794,95.55265735169455,92.46063995692943,88.36749884231145,103.84184,103.06606,103.48748,102.60464,104.3033,107.76429766974404,1144251.0,8090796.0,11512050.0,68.06,2.039064822252845,2018-08-01
-0.3188,-0.2683,1.17,98.82453042812922,97.16770328384754,97.48857286981385,95.52174550756197,92.582515837355,89.25562479032365,104.12443,103.13259,103.96167,103.0421,104.34299,108.92844892329815,1149913.0,8151332.0,11561340.0,70.23,2.0984195911589287,2018-09-01
-0.3177,-0.264,1.3,98.53422020545275,97.17462622906999,97.50810957866159,95.70783839200853,92.76138286142402,90.02008720922512,104.35697,103.19884,104.28315,103.53413,104.46276,109.98104795972213,1155355.0,8194282.0,11618086.0,70.75,2.279389222599204,2018-10-01
-0.3164,-0.2566,1.24,98.59441450444235,97.29300191966826,97.5927546730713,95.75288194719417,92.90651483172654,88.2520479646394,104.34696,103.19752,104.27384,103.53937,104.45188,109.87533862067846,1159836.0,8247433.0,11671711.0,56.96,1.9636215250254496,2018-11-01
-0.3119,-0.2408,1.09,98.54678095316841,97.38106875469931,97.66675834140112,95.92872813537024,92.75518719209705,85.76720704739526,104.04086,103.23555,103.69015,102.60057,104.49772,106.96196573163486,1165999.0,8283767.0,11709262.0,49.52,1.5512300442355187,2018-12-01
-0.308,-0.2364,1.01,98.65527940538033,97.58762590166842,97.86419823723121,95.94137067251205,92.39777391126364,84.94375157903036,104.03287,103.30194,103.5778,102.32785,104.62105,104.91956316703333,1167962.0,8318677.0,11747575.0,51.38,1.2556502753770182,2019-01-01
-0.3084,-0.2318,0.94,98.53060697922777,97.69232505631076,97.90620968514186,96.0008814330525,92.39089079357137,86.16434888002703,104.16457,103.32315,103.76736,102.47161,104.67994,105.93280768365719,1172967.0,8374171.0,11812055.0,54.95,1.3847719083843524,2019-02-01
-0.3092,-0.2302,0.84,98.61825596379079,97.7274937066454,97.95899904395074,96.13775114417425,92.41632080808472,86.91857298645036,104.37116,103.49551,103.9367,102.7408,104.93345,106.72941389808511,1180364.0,8463891.0,11895554.0,58.15,1.4443583829849782,2019-03-01
