cutoff,target_time,horizon_step,prediction,h_step_sd,y_true
2004-02-29,2004-08-31,6,0.0659557843690126,0.6211505450612679,1.001135405826048
2004-02-29,2005-02-28,12,-0.027259570328240307,0.6927636501546065,1.4102947738666938
2004-03-31,2004-04-30,1,-0.08835842718438283,0.32137387052083966,0.5458110438727459
2004-03-31,2004-05-31,2,-0.13292316417926126,0.4459612733837909,0.9399878839496
2004-03-31,2004-06-30,3,-0.13667953663704688,0.541885828036755,1.1120806548814866
2004-03-31,2004-09-30,6,-0.1807185056793612,0.6230003697268965,0.8607772633755673
2004-03-31,2005-03-31,12,-0.2663009389750746,0.6946041642284659,1.441121465952122
2004-04-30,2004-05-31,1,0.11208748459531731,0.333336204756959,0.9399878839496
2004-04-30,2004-06-30,2,0.04169593508877534,0.45931319807039767,1.1120806548814866
2004-04-30,2004-07-31,3,-0.0016012001478751259,0.5539771729040563,0.862449030390855
2004-04-30,2004-10-31,6,-0.06201397202916947,0.6344504993889917,1.2925955934241171
2004-04-30,2005-04-30,12,-0.1758861230033547,0.7057869204277932,1.4160803560668178
2004-05-31,2004-06-30,1,1.0392672945884815,0.3202121002418628,1.1120806548814866
2004-05-31,2004-07-31,2,1.0561980188473525,0.44566690021998856,0.862449030390855
2004-05-31,2004-08-31,3,1.0429260827083608,0.5422582944790829,1.001135405826048
2004-05-31,2004-11-30,6,0.9886743478751063,0.6240053885260649,1.517498811918916
2004-05-31,2005-05-31,12,0.8845118434612229,0.6962095318769721,1.0817411097900909
2004-06-30,2004-07-31,1,1.1622201445539508,0.3130891657875627,0.862449030390855
2004-06-30,2004-08-31,2,1.1269115483329564,0.439551541443622,1.001135405826048
2004-06-30,2004-09-30,3,1.1057119360499639,0.5368375248895447,0.8607772633755673
2004-06-30,2004-12-31,6,1.0514854296210603,0.6189793173200742,1.331858374663919
2004-06-30,2005-06-30,12,0.9480878220356501,0.6914231279246842,0.68087396071006
2004-07-31,2004-08-31,1,0.9631924094224835,0.33226379109545334,1.001135405826048
2004-07-31,2004-09-30,2,1.0358432117183762,0.4581575864546453,0.8607772633755673
2004-07-31,2004-10-31,3,1.0562770160192685,0.5526786079045355,1.2925955934241171
2004-07-31,2005-01-31,6,0.9990493093353554,0.6328640571454874,1.2048104206177743
2004-07-31,2005-07-31,12,0.8942545980756553,0.7039269820314448,1.1890732005215954
2004-08-31,2004-09-30,1,1.0255691633075628,0.3226185677519081,0.8607772633755673
2004-08-31,2004-10-31,2,1.0120154430566788,0.446908797395618,1.2925955934241171
2004-08-31,2004-11-30,3,0.9806292353292188,0.5426762243044041,1.517498811918916
2004-08-31,2005-02-28,6,0.9302217785776239,0.6238513622989476,1.4102947738666938
2004-08-31,2005-08-31,12,0.8280981491190964,0.6956037174613628,0.9606859512311994
2004-09-30,2004-10-31,1,0.8501607837442808,0.31335117585164435,1.2925955934241171
2004-09-30,2004-11-30,2,0.8019414191375582,0.43911807374926287,1.517498811918916
2004-09-30,2004-12-31,3,0.7880182749468803,0.5358761077096197,1.331858374663919
2004-09-30,2005-03-31,6,0.7350257203499482,0.6176219953639964,1.441121465952122
2004-09-30,2005-09-30,12,0.6313304346600711,0.6897423290366232,1.3966183625206965
2004-10-31,2004-11-30,1,1.2151193236451399,0.32773238763383405,1.517498811918916
2004-10-31,2004-12-31,2,1.2064824807436898,0.4531139111638535,1.331858374663919
2004-10-31,2005-01-31,3,1.1617607260152896,0.5474196081911915,1.2048104206177743
2004-10-31,2005-04-30,6,1.1108118139317995,0.627413102205239,1.4160803560668178
2004-10-31,2005-10-31,12,1.0041079514308706,0.698274477744833,1.333279663614717
2004-11-30,2004-12-31,1,1.5599200302768808,0.3179197890257862,1.331858374663919
2004-11-30,2005-01-31,2,1.5750809907639691,0.4422357852468634,1.2048104206177743
2004-11-30,2005-02-28,3,1.5710860325209752,0.537833854426936,1.4102947738666938
2004-11-30,2005-05-31,6,1.5176754703082858,0.6187795716993085,1.0817411097900909
2004-11-30,2005-11-30,12,1.4171725575813872,0.6902894249312334,0.9515177574372258
2004-12-31,2005-01-31,1,1.3599381223793203,0.3081031575344701,1.2048104206177743
2004-12-31,2005-02-28,2,1.324437709810844,0.4342512107275174,1.4102947738666938
2004-12-31,2005-03-31,3,1.3047778151809104,0.5309704279205701,1.441121465952122
2004-12-31,2005-06-30,6,1.2518051238385057,0.6125358705363322,0.68087396071006
2004-12-31,2005-12-31,12,1.1512928205294517,0.6844300128044308,1.0063693346539448
2005-01-31,2005-02-28,1,1.356217741850124,0.3248345348567941,1.4102947738666938
2005-01-31,2005-03-31,2,1.400124781519797,0.45162898404153123,1.441121465952122
2005-01-31,2005-04-30,3,1.3995355621213241,0.5461766323324994,1.4160803560668178
2005-01-31,2005-07-31,6,1.351954408346197,0.6261695881447595,1.1890732005215954
2005-01-31,2006-01-31,12,1.2504236485618327,0.6969862897331309,1.2909096757524496
2005-02-28,2005-03-31,1,1.3289886336062597,0.32065426539105596,1.441121465952122
2005-02-28,2005-04-30,2,1.3183125930872754,0.44367357763154225,1.4160803560668178
2005-02-28,2005-05-31,3,1.2943118760870032,0.5388610070932378,1.0817411097900909
2005-02-28,2005-08-31,6,1.2379752080357362,0.6195606138718055,0.9606859512311994
2005-02-28,2006-02-28,12,1.1256629575500465,0.6908890428466623,1.383641677805314
